FREQ,REF_AREA,COVERED_AREA,RE_TYPE,RE_VINTAGE,COMPILING_ORG,PRICED_UNIT,ADJUST_CODED,AVAILABILITY,BREAKS,COLLECTION_DETAIL,COVERAGE,DATA_COMP,DECIMALS,DOC_METHOD,MEASURE_DETAIL,META_UPDATE,PUBLICATIONS,TITLE_GRP,TITLE_GRP_COMPL,TITLE_GRP_NAT,UNIT_MEASURE,UNIT_MULT,COLLECTION,TIME_FORMAT,TIME_PERIOD,OBS_VALUE,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-03,9020,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-04,9010,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-05,8933,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-06,9010,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-07,9096,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-08,9128,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-09,9193,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-10,9225,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-11,9374,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2011-12,9452,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-01,9407,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-02,9472,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-03,9645,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-04,9859,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-05,10000,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-06,10193,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-07,10259,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-08,10420,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-09,10602,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-10,10807,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-11,10946,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2012-12,11109,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-01,10973,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-02,11204,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-03,11192,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-04,11285,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-05,11661,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-06,11880,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-07,12070,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-08,12380,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-09,12892,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-10,13269,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-11,13516,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2013-12,13900,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-01,14243,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-02,14923,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-03,15438,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-04,15920,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-05,15928,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-06,16077,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-07,16040,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-08,15766,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-09,15984,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-10,16095,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-11,15767,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2014-12,15686,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-01,15309,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-02,15182,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-03,14925,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-04,14821,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-05,14595,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-06,14423,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-07,14172,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-08,14177,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-09,14249,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-10,13578,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-11,14208,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2015-12,14027,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-01,14070,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-02,13593,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-03,14052.5,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-04,13793,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-05,14134,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-06,14092,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-07,13958,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-08,14040,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-09,14005,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-10,14025,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-11,14017,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2016-12,13958,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-01,13900.9659,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-02,13973.5171,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-03,13855,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-04,13903,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-05,13974.2781,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-06,13951.2307,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-07,13863.8043,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-08,13730.1444,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-09,13656.618,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-10,13558.565,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-11,13311.5701,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2017-12,13424.1725,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-01,13415.2926,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-02,13336.9689,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-03,13104.7113,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-04,13151,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-05,13072.0211,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-06,12966.4315,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-07,12827.2328,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-08,12646.4923,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-09,12567.8525,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-10,12303.9585,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-11,12237.693,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2018-12,12229.0905,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-01,12055,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-02,12042.3212,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-03,12144.3602,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-04,11817.5197,F,,A
M,AE,4,1,0,2,1,0,A,,Moving average of the corresponding month and the previous month.,New and existing apartments and villas.,Based on offer and transaction prices.,4,,Price per square meter,13/06/2024,REIDIN,"United Arab Emirates - Residential property prices, all dwellings, Dubai",,,AED,0,V,,2019-05,11812.1414,F,,A
